city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb,price_avg,clean_date
武汉,整租·绿缘路 3室1厅 南,整租,江岸,黄埔永清,绿缘路,99.89,3,1,1,南,中,9,官方核验|近地铁,未知,未知,2200,2200,未知
武汉,整租·巢上城锦园 3室2厅 南,整租,黄陂,盘龙城,巢上城锦园,94.48,3,2,1,南,低,32,官方核验|精装|随时看房,未知,5天前维护,1400,1400,2026-01-03
武汉,整租·中国船舶集团有限公司第七〇九研究所 2室2厅 南,整租,东湖高新,光谷广场,中国船舶集团有限公司第七〇九研究所,79.2,2,2,1,南,高,6,官方核验|近地铁|精装|随时看房,未知,1天前维护,2300,2300,2026-01-07
武汉,独栋·冠寓 武汉千禧城店 硚口区人才公寓-年终特惠-古田三路地铁口整租阳光开间 开间,整租,未知,未知,未知,40.0,1,0,1,未知,未知,0,官方核验|独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,冠寓,21天前维护,1417,1417,2025-12-18
武汉,整租·楚天都市花园 4室2厅 东/南/西/北,整租,武昌,楚河汉街,楚天都市花园,159.61,4,2,2,东 南 西 北,高,33,官方核验|近地铁|双卫生间,未知,未知,15000,15000,未知
武汉,合租·绿地光谷中心城 4居室 南卧,合租,东湖高新,光谷东,绿地光谷中心城,12.41,4,1,2,南,低,26,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,1060,1060,2026-01-08
武汉,独栋·泊寓 澳门路店 【长租85折/到店看房首月立减300元】朝南/近地铁/三阳路大单间10 开间,独栋,未知,未知,未知,22.0,1,0,1,未知,未知,0,官方核验|独栋公寓|月租|近地铁|精装|开放厨房|押一付一,泊寓,13天前维护,2037,2037,2025-12-26
武汉,合租·光谷自由城 5居室 南卧,合租,东湖高新,民族大道,光谷自由城,12.0,5,1,2,南,低,31,官方核验|公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,自如,今天维护,1190,1190,2026-01-08
武汉,整租·楚天都市花园 3室2厅 南/西,整租,武昌,楚河汉街,楚天都市花园,123.41,3,2,2,南 西,高,32,官方核验|近地铁|双卫生间|随时看房,未知,未知,3900,3900,未知
武汉,整租·恒大绿洲 1室0厅 南,整租,蔡甸,中法生态城,恒大绿洲,44.81,1,0,0,南,低,1,官方核验|近地铁|随时看房,未知,未知,1500,1500,未知
武汉,整租·徐东苑 2室1厅 东南,整租,洪山,团结大道,徐东苑,64.0,2,1,1,东南,低,27,官方核验|精装,未知,5天前维护,1900,1900,2026-01-03
武汉,整租·福星惠誉东湖城二期 2室2厅 西,整租,洪山,东湖东亭,福星惠誉东湖城二期,75.0,2,2,1,西,低,2,近地铁|随时看房,未知,未知,3800,3800,未知
武汉,合租·福星惠誉东湖城二期 4居室 南卧,合租,洪山,东湖东亭,福星惠誉东湖城二期,13.0,4,1,2,南,中,31,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1060,1060,2026-01-08
武汉,合租·光谷中心花园 5居室 东卧,合租,东湖高新,光谷广场,光谷中心花园,7.1,5,1,2,东,高,33,新上|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,830,830,2026-01-08
武汉,合租·保利华都 4居室 南卧,合租,洪山,虎泉杨家湾,保利华都,123.42,4,0,0,南,高,34,官方核验|近地铁|随时看房,链家,1天前维护,950,950,2026-01-07
武汉,合租·成园小区 4居室 南卧,合租,东湖高新,华科大,成园小区,16.0,4,1,2,南,低,33,官方核验|公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,自如,今天维护,1390,1390,2026-01-08
武汉,合租·远洋万和四季 4居室 南卧,合租,江汉,长丰常码头,远洋万和四季,7.56,4,1,2,南,中,46,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,760,760,2026-01-08
武汉,合租·中建御景星城 4居室 南卧,合租,硚口,宗关,中建御景星城,10.2,4,1,1,南,中,47,官方核验|新上|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,730,730,2026-01-08
武汉,整租·滨湖社区 3室2厅 西南,整租,沌口开发区,沌口,滨湖社区,117.04,3,2,2,西南,高,6,官方核验|近地铁|双卫生间|随时看房,未知,5天前维护,3000,3000,2026-01-03
武汉,整租·万福国际广场 3室2厅 南,整租,汉阳,钟家村,万福国际广场,97.51,3,2,1,南,中,40,官方核验|近地铁|精装|随时看房,未知,未知,2500,2500,未知
武汉,整租·阳逻万达广场御江 3室2厅 东南,整租,新洲,阳逻,阳逻万达广场御江,127.58,3,2,2,东南,高,17,官方核验|精装|押一付一|双卫生间|随时看房,未知,未知,1600,1600,未知
武汉,合租·平安苑 5居室 南卧,合租,江岸,台北香港路,平安苑,29.88,5,1,3,南,中,8,官方核验|近地铁|精装|押一付一|随时看房,未知,未知,1200,1200,未知
武汉,整租·万安盛世年华二期 4室2厅 南/北,整租,黄陂,武湖,万安盛世年华二期,150.19,4,2,2,南 北,中,17,官方核验|精装|双卫生间|随时看房,未知,未知,1400,1400,未知
武汉,整租·江樾云著 3室2厅 南,整租,东西湖区,吴家山,江樾云著,95.0,3,2,2,南,中,34,官方核验|精装|双卫生间|随时看房,未知,4天前维护,2300,2300,2026-01-04
武汉,整租·星光国际 3室1厅 南,整租,汉阳,四新,星光国际,59.12,3,1,1,南,中,32,官方核验|精装|随时看房,链家,2天前维护,2800,2800,2026-01-06
武汉,整租·消防人家 1室1厅 南,整租,江岸,后湖,消防人家,111.16,1,1,1,南,高,25,官方核验|近地铁|精装|随时看房,未知,2天前维护,1600,1600,2026-01-06
武汉,整租·保利十二橡树庄园 7室2厅 南/北,整租,东湖高新,三环南,保利十二橡树庄园,291.21,7,2,4,南 北,低,2,官方核验,未知,1天前维护,5000,5000,2026-01-07
武汉,整租·泊湖湾 4室2厅 南/北,整租,新洲,阳逻,泊湖湾,139.99,4,2,2,南 北,中,5,官方核验|精装|双卫生间|随时看房,未知,未知,1800,1800,未知
武汉,合租·汇悦天地一二期 4居室 南卧,合租,江岸,塔子湖,汇悦天地一二期,12.4,4,1,2,南,低,34,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,960,960,2026-01-08
武汉,整租·凯信大厦 7室2厅 南,整租,江岸,塔子湖,凯信大厦,400.0,7,2,2,南,中,25,官方核验|精装|双卫生间|随时看房,未知,4天前维护,12800,12800,2026-01-04
武汉,合租·青洲盛汇 4居室 西卧,合租,江汉,CBD西北湖,青洲盛汇,6.8,4,1,1,西,中,34,官方核验|新上|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,860,860,2026-01-08
武汉,合租·清江花园 5居室 南卧,合租,武昌,中南丁字桥,清江花园,20.0,5,1,2,南,高,17,官方核验|公寓|月租|拎包入住|近地铁|精装|独立阳台|随时看房,寓客,1天前维护,1050,1050,2026-01-07
武汉,整租·万福国际广场 3室1厅 东南,整租,汉阳,钟家村,万福国际广场,97.51,3,1,1,东南,中,40,官方核验|近地铁|随时看房,链家,4天前维护,2000,2000,2026-01-04
武汉,整租·锦湖金利花园二期 2室2厅 东南,整租,江岸,堤角,锦湖金利花园二期,76.89,2,2,1,东南,中,18,官方核验|近地铁|精装|随时看房,未知,3天前维护,1500,1500,2026-01-05
武汉,整租·杨家东湾 2室2厅 东南,整租,汉阳,钟家村,杨家东湾,84.03,2,2,1,东南,中,7,官方核验|随时看房,未知,未知,1400,1400,未知
武汉,整租·万科金域时代 3室1厅 南/北,整租,江汉,新华路万达,万科金域时代,87.22,3,1,1,南 北,高,47,官方核验|近地铁|精装|随时看房,未知,1天前维护,3180,3180,2026-01-07
武汉,合租·尚都一品 5居室 北卧,合租,江岸,塔子湖,尚都一品,9.2,5,1,2,北,低,32,官方核验|公寓|拎包入住|精装|押一付一,自如,10天前维护,730,730,2025-12-29
武汉,整租·香港路综合大楼 3室1厅 南,整租,江岸,台北香港路,香港路综合大楼,131.56,3,1,1,南,中,15,官方核验|近地铁|随时看房,未知,未知,3420,3420,未知
武汉,整租·天琴湾 2室2厅 南,整租,新洲,阳逻,天琴湾,95.0,2,2,1,南,低,11,官方核验,未知,3天前维护,1080,1080,2026-01-05
武汉,整租·国际百纳 2室2厅 南,整租,江岸,塔子湖,国际百纳,70.47,2,2,1,南,中,33,官方核验|近地铁|精装|随时看房,未知,未知,2100,2100,未知
武汉,合租·长投海德公园 4居室 南卧,合租,江岸,塔子湖,长投海德公园,14.1,4,1,2,南,低,33,官方核验|公寓|独立卫生间|拎包入住|精装|押一付一|随时看房,自如,今天维护,1160,1160,2026-01-08
武汉,整租·保利才盛景苑 2室2厅 东南,整租,洪山,杨园,保利才盛景苑,91.12,2,2,1,东南,低,30,官方核验|精装,未知,未知,2600,2600,未知
武汉,合租·金岛御璟世家跃境 4居室 南卧,合租,江岸,后湖,金岛御璟世家跃境,8.23,4,1,1,南,低,46,官方核验|公寓|月租|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,自如,今天维护,890,890,2026-01-08
武汉,整租·工人新村 1室1厅 南/北,整租,江汉,唐家墩,工人新村,32.68,1,1,1,南 北,低,5,官方核验|近地铁|随时看房,未知,2天前维护,1000,1000,2026-01-06
武汉,合租·中建大公馆二期 4居室 南卧,合租,东湖高新,民族大道,中建大公馆二期,7.5,4,1,2,南,高,42,官方核验|公寓|月租|拎包入住|精装|押一付一|随时看房,自如,1天前维护,930,930,2026-01-07
武汉,合租·绿地汉口中心 4居室 南卧,合租,江岸,塔子湖,绿地汉口中心,10.4,4,1,1,南,低,33,官方核验|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,730,730,2026-01-08
武汉,整租·万松园路14号 1室1厅 东南,整租,江汉,武广万松园,万松园路14号,34.93,1,1,1,东南,中,8,官方核验|近地铁|精装,未知,未知,1600,1600,未知
武汉,合租·紫菘枫林上城 4居室 南卧,合租,东湖高新,民族大道,紫菘枫林上城,9.7,4,1,2,南,低,18,官方核验|公寓|月租|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,830,830,2026-01-08
武汉,整租·妙墩路48号 2室1厅 北,整租,江汉,CBD西北湖,妙墩路48号,67.98,2,1,1,北,高,8,官方核验|近地铁,未知,未知,900,900,未知
武汉,整租·名都花园 3室2厅 南,整租,洪山,卓刀泉,名都花园,132.9,3,2,2,南,中,11,官方核验|精装|双卫生间|随时看房,链家,5天前维护,3300,3300,2026-01-03
武汉,整租·灯泡厂宿舍 2室1厅 南,整租,洪山,街道口,灯泡厂宿舍,73.18,2,1,1,南,中,6,官方核验|随时看房,未知,未知,1600,1600,未知
武汉,整租·金桥公馆 2室2厅 东/南,整租,汉阳,四新,金桥公馆,50.0,2,2,2,东 南,高,37,精装|双卫生间,未知,未知,2200,2200,未知
武汉,整租·友谊国际沙湖苑 2室2厅 南/北,整租,武昌,积玉桥,友谊国际沙湖苑,81.7,2,2,1,南 北,低,18,官方核验|近地铁|随时看房,未知,未知,2200,2200,未知
武汉,合租·清江花园 5居室 南卧,合租,武昌,中南丁字桥,清江花园,12.0,5,1,2,南,高,17,官方核验|公寓|月租|拎包入住|近地铁|精装|随时看房,寓客,1天前维护,700,700,2026-01-07
武汉,整租·秦园鑫寓 1室1厅 东南,整租,武昌,沙湖,秦园鑫寓,45.52,1,1,1,东南,低,6,官方核验|近地铁|精装|随时看房,未知,未知,1600,1600,未知
武汉,整租·联投花山郡二期 3室2厅 南/北,整租,东湖高新,光谷东,联投花山郡二期,97.31,3,2,1,南 北,高,33,官方核验|精装,未知,未知,2200,2200,未知
武汉,整租·宸嘉100 3室2厅 东南,整租,江岸,二七,宸嘉100,201.0,3,2,3,东南,低,40,官方核验|近地铁|精装|随时看房,链家,4天前维护,9000,9000,2026-01-04
武汉,整租·中建御景星城 3室1厅 南,整租,硚口,宗关,中建御景星城,97.5,3,1,1,南,中,47,官方核验|近地铁|随时看房,未知,4天前维护,3200,3200,2026-01-04
武汉,整租·远洋世界三期水岸一方 2室1厅 南/北,整租,东西湖区,金银湖,远洋世界三期水岸一方,77.23,2,1,1,南 北,高,17,官方核验|精装|随时看房,未知,4天前维护,1700,1700,2026-01-04
武汉,整租·观澜太子湖 3室2厅 东南,整租,沌口开发区,沌口,观澜太子湖,90.4,3,2,1,东南,低,33,官方核验|近地铁|精装|随时看房,未知,未知,2100,2100,未知
武汉,整租·纽宾凯汉city都会中心繁华里 1室1厅 东南,整租,汉阳,七里庙,纽宾凯汉city都会中心繁华里,41.0,1,1,0,东南,低,2,近地铁,未知,未知,2800,2800,未知
武汉,整租·林湘新苑 1室1厅 南,整租,青山,钢花,林湘新苑,57.17,1,1,1,南,中,32,官方核验|近地铁|随时看房,未知,4天前维护,1800,1800,2026-01-04
武汉,整租·汉口新界广场 3室1厅 南/北,整租,江汉,武广万松园,汉口新界广场,90.59,3,1,1,南 北,中,42,官方核验|近地铁|精装|随时看房,未知,4天前维护,4000,4000,2026-01-04
武汉,合租·金地自在城K2 4居室 南卧,合租,洪山,团结大道,金地自在城K2,13.8,4,1,2,南,中,29,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1030,1030,2026-01-08
武汉,整租·体育馆宿舍 3室2厅 南/北,整租,硚口,宝丰崇仁,体育馆宿舍,138.33,3,2,2,南 北,中,9,官方核验|近地铁|精装|双卫生间|随时看房,未知,未知,3200,3200,未知
武汉,整租·常青花园四小区 3室2厅 南,整租,东西湖区,常青花园,常青花园四小区,131.79,3,2,1,南,低,7,官方核验|近地铁,未知,未知,2600,2600,未知
武汉,合租·康园小区 3居室 南卧,合租,东湖高新,华科大,康园小区,12.61,3,1,1,南,中,31,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,1090,1090,2026-01-08
武汉,整租·葛洲坝龙湖江宸 1室1厅 东南,整租,江汉,CBD西北湖,葛洲坝龙湖江宸,42.2,1,1,1,东南,高,35,官方核验|近地铁|精装|随时看房,未知,未知,2800,2800,未知
武汉,整租·中核世纪广场 2室2厅 南,整租,蔡甸,蔡甸城区,中核世纪广场,91.09,2,2,1,南,低,33,官方核验|近地铁|精装,未知,4天前维护,1500,1500,2026-01-04
武汉,整租·冶金108街坊 1室1厅 南,整租,青山,红钢城,冶金108街坊,42.16,1,1,1,南,高,6,官方核验|随时看房,未知,未知,880,880,未知
武汉,合租·正荣紫阙台 5居室 北卧,合租,东湖高新,民族大道,正荣紫阙台,10.3,5,1,3,北,高,32,官方核验|新上|公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,930,930,2026-01-08
武汉,合租·武昌城市公园 4居室 北卧,合租,武昌,武昌火车站,武昌城市公园,8.84,4,1,2,北,中,18,官方核验|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,930,930,2026-01-08
武汉,整租·佳园小区(江岸) 3室2厅 南/北,整租,江岸,百步亭,佳园小区(江岸),123.35,3,2,2,南 北,高,7,官方核验|近地铁|精装|双卫生间|随时看房,未知,未知,1800,1800,未知
武汉,合租·洪福添美城市广场 3居室 南卧,合租,东湖高新,民族大道,洪福添美城市广场,114.82,3,1,1,南,低,26,官方核验|近地铁|随时看房,未知,未知,900,900,未知
武汉,合租·美的君兰半岛A2地块 3居室 南卧,合租,江夏,黄家湖,美的君兰半岛A2地块,113.23,3,0,0,南,低,46,官方核验|近地铁|随时看房,未知,未知,1400,1400,未知
武汉,合租·石桥花园D区 5居室 南卧,合租,江汉,塔子湖,石桥花园D区,16.0,5,1,3,南,中,33,新上|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,960,960,2026-01-08
武汉,整租·鸿湖景天 2室1厅 南,整租,洪山,珞狮南路,鸿湖景天,81.21,2,1,1,南,中,33,官方核验|精装,未知,未知,2600,2600,未知
武汉,合租·葛洲坝世纪花园二期、三期 4居室 南卧,合租,东湖高新,华科大,葛洲坝世纪花园二期、三期,14.61,4,1,2,南,高,29,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1160,1160,2026-01-08
武汉,合租·福星城南区 4居室 南卧,合租,江汉,长港路,福星城南区,11.6,4,1,1,南,中,32,官方核验|新上|公寓|月租|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,930,930,2026-01-08
武汉,整租·龙阳时代 1室0厅 南,整租,汉阳,王家湾,龙阳时代,268.0,1,0,1,南,高,30,官方核验|近地铁,未知,1天前维护,9500,9500,2026-01-07
武汉,整租·人信千年美丽 4室3厅 南/北,整租,蔡甸,中法生态城,人信千年美丽,193.9,4,3,3,南 北,低,3,官方核验|精装|随时看房,未知,2天前维护,2500,2500,2026-01-06
武汉,整租·保利茉莉公馆 3室2厅 南/北,整租,东湖高新,关山大道,保利茉莉公馆,91.5,3,2,1,南 北,中,34,官方核验|近地铁|随时看房,未知,未知,3100,3100,未知
武汉,合租·城投瀚城 5居室 南卧,合租,洪山,卓刀泉,城投瀚城,20.18,5,1,3,南,高,32,官方核验|公寓|月租|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1190,1190,2026-01-08
武汉,合租·万科金域国际 4居室 北卧,合租,汉阳,钟家村,万科金域国际,7.65,4,1,2,北,低,57,官方核验|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,890,890,2026-01-08
武汉,整租·武汉客厅 1室1厅 南,整租,东西湖区,将军路,武汉客厅,102.86,1,1,0,南,高,28,官方核验|近地铁|随时看房,未知,未知,2500,2500,未知
武汉,合租·中建东湖锦城 4居室 南卧,合租,东湖高新,光谷东,中建东湖锦城,12.5,4,1,2,南,低,33,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1130,1130,2026-01-08
武汉,合租·紫澄花园 4居室 南卧,合租,江岸,后湖,紫澄花园,12.6,4,1,2,南,高,32,官方核验|公寓|月租|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,自如,今天维护,883,883,2026-01-08
武汉,合租·地铁汉阳城 4居室 南卧,合租,汉阳,钟家村,地铁汉阳城,9.4,4,1,1,南,高,31,公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,834,834,2026-01-08
武汉,整租·凯信大厦 2室2厅 西南,整租,江岸,塔子湖,凯信大厦,54.71,2,2,2,西南,中,25,官方核验|精装|双卫生间|随时看房,链家,未知,2600,2600,未知
武汉,合租·光谷澎湃城奥山府 4居室 南卧,合租,东湖高新,光谷东,光谷澎湃城奥山府,14.0,4,1,2,南,低,29,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,990,990,2026-01-08
武汉,整租·恒大名都 4室2厅 复式 南,整租,黄陂,盘龙城,恒大名都,91.0,4,2,2,南,低,18,官方核验|精装|双卫生间,未知,未知,2400,2400,未知
武汉,整租·沿江1号 1室0厅 东南,整租,江汉,前进江汉,沿江1号,29.0,1,0,0,东南,低,11,精装|随时看房,链家,未知,5000,5000,未知
武汉,合租·福星惠誉水岸星城B区 4居室 南卧,合租,武昌,沙湖,福星惠誉水岸星城B区,15.0,4,1,1,南,中,32,官方核验|新上|公寓|月租|精装|独立阳台|押一付一|随时看房,橙心寓,1天前维护,1120,1120,2026-01-07
武汉,整租·中银大厦 3室2厅 南,整租,青山,红钢城,中银大厦,139.0,3,2,1,南,高,22,官方核验|近地铁|随时看房,未知,3天前维护,3100,3100,2026-01-05
武汉,整租·汉口北1号公馆 1室1厅 东南,整租,黄陂,汉口北,汉口北1号公馆,67.36,1,1,1,东南,中,28,官方核验|随时看房,未知,2天前维护,800,800,2026-01-06
武汉,合租·南湖名都B区 3居室 南卧,合租,洪山,南湖沃尔玛,南湖名都B区,13.0,3,1,1,南,中,26,官方核验|新上|公寓|拎包入住|近地铁|精装|随时看房,橙心寓,1天前维护,820,820,2026-01-07
武汉,合租·新澳蓝草坪 4居室 南卧,合租,汉阳,王家湾,新澳蓝草坪,10.0,4,1,1,南,高,34,官方核验|公寓|月租|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,橙心寓,8天前维护,760,760,2025-12-31
武汉,合租·锦绣龙城 5居室 南卧,合租,东湖高新,民族大道,锦绣龙城,10.0,5,1,2,南,低,20,官方核验|公寓|月租|拎包入住|押一付一|随时看房,橙心寓,4天前维护,750,750,2026-01-04
武汉,整租·云彩大厦 3室2厅 南/西南,整租,硚口,古田,云彩大厦,125.0,3,2,2,南 西南,高,18,官方核验|近地铁|双卫生间,未知,5天前维护,2300,2300,2026-01-03
武汉,整租·钢花村街117社区 2室1厅 南,整租,青山,钢花,钢花村街117社区,61.12,2,1,1,南,高,6,官方核验|近地铁|精装|随时看房,未知,未知,1400,1400,未知
武汉,合租·戎安华府 5居室 南卧,合租,武昌,中南丁字桥,戎安华府,15.0,5,1,2,南,中,32,官方核验|新上|公寓|拎包入住|近地铁|精装|押一付一,优租寓,2天前维护,1000,1000,2026-01-06
武汉,合租·珞珈雅苑 5居室 南卧,合租,洪山,珞狮南路,珞珈雅苑,10.0,5,1,2,南,中,20,官方核验|公寓|月租|拎包入住|近地铁|押一付一|随时看房,橙心寓,2天前维护,650,650,2026-01-06
武汉,整租·古田四路法院宿舍 2室1厅 南,整租,硚口,古田,古田四路法院宿舍,75.52,2,1,1,南,高,8,官方核验|精装|随时看房,未知,未知,1300,1300,未知
武汉,整租·保利心语一期 5室2厅 南/北,整租,洪山,珞狮南路,保利心语一期,166.77,5,2,2,南 北,高,11,官方核验|近地铁|精装|双卫生间,链家,未知,4600,4600,未知
武汉,合租·华腾园 3居室 南卧,合租,洪山,徐东,华腾园,15.0,3,1,1,南,低,33,官方核验|新上|公寓|月租|近地铁|精装|押一付一|随时看房,橙心寓,1天前维护,960,960,2026-01-07
武汉,整租·二七星城 1室1厅 南,整租,江岸,百步亭,二七星城,59.82,1,1,1,南,低,26,官方核验|随时看房,未知,未知,1000,1000,未知
武汉,整租·太子湖1号 2室2厅 东南,整租,沌口开发区,沌口,太子湖1号,78.49,2,2,1,东南,高,29,官方核验|近地铁|精装,未知,未知,2400,2400,未知
武汉,整租·中城悦城二期 3室2厅 南,整租,江汉,CBD西北湖,中城悦城二期,96.69,3,2,1,南,低,49,官方核验|近地铁|精装,链家,未知,4500,4500,未知
武汉,合租·华腾园 3居室 南卧,合租,洪山,徐东,华腾园,18.0,3,1,1,南,低,33,官方核验|新上|公寓|月租|近地铁|精装|独立阳台|押一付一|随时看房,橙心寓,1天前维护,1060,1060,2026-01-07
武汉,合租·保利中央公馆 5居室 北卧,合租,洪山,新南湖,保利中央公馆,8.2,5,1,2,北,高,34,官方核验|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,690,690,2026-01-08
武汉,整租·阳逻财富广场 2室2厅 南,整租,新洲,阳逻,阳逻财富广场,48.0,2,2,2,南,低,15,官方核验|精装|双卫生间,未知,4天前维护,1193,1193,2026-01-04
武汉,整租·武汉城市广场 1室1厅 南/北,整租,硚口,宝丰崇仁,武汉城市广场,39.99,1,1,1,南 北,中,29,官方核验|近地铁|精装,未知,未知,2500,2500,未知
武汉,整租·居逸楼 1室1厅 南,整租,武昌,武昌火车站,居逸楼,47.21,1,1,1,南,高,8,官方核验|近地铁|精装,未知,3天前维护,1500,1500,2026-01-05
武汉,合租·国采光立方 5居室 南卧,合租,东湖高新,光谷东,国采光立方,140.09,5,1,3,南,中,6,官方核验|随时看房,链家,5天前维护,1190,1190,2026-01-03
武汉,合租·绿地国际金融城一期 4居室 南卧,合租,武昌,积玉桥,绿地国际金融城一期,20.0,4,1,1,南,中,31,官方核验|新上|公寓|拎包入住|近地铁|独立阳台|押一付一|随时看房,橙心寓,1天前维护,950,950,2026-01-07
武汉,整租·嘉禾园 3室2厅 南/北,整租,东西湖区,吴家山,嘉禾园,145.39,3,2,2,南 北,中,7,官方核验|近地铁|精装|双卫生间,未知,未知,1800,1800,未知
武汉,合租·保利上城西区 4居室 西卧,合租,洪山,白沙洲,保利上城西区,12.64,4,1,2,西,低,40,官方核验|公寓|独立卫生间|拎包入住|近地铁|精装|押一付一,自如,8天前维护,1390,1390,2025-12-31
武汉,合租·珞珈雅苑 3居室 北卧,合租,洪山,珞狮南路,珞珈雅苑,15.0,3,0,0,北,高,30,官方核验|近地铁|精装|随时看房,链家,2天前维护,700,700,2026-01-06
武汉,整租·武铁余家头小区 2室2厅 南,整租,武昌,杨园,武铁余家头小区,114.71,2,2,1,南,高,11,官方核验|近地铁|精装,未知,未知,1900,1900,未知
武汉,合租·迎宾花园 4居室 南卧,合租,江汉,常青路,迎宾花园,22.0,4,1,2,南,高,12,官方核验|独立卫生间|拎包入住|近地铁|精装|随时看房,宏锦公寓,29天前维护,1100,1100,2025-12-10
武汉,整租·海伦小镇 3室2厅 南,整租,沌口开发区,沌口,海伦小镇,97.32,3,2,2,南,低,28,官方核验|近地铁|双卫生间|随时看房,未知,3天前维护,1400,1400,2026-01-05
武汉,整租·新长江香榭澜溪悦园 4室2厅 南/北,整租,汉南,汉南其它,新长江香榭澜溪悦园,130.97,4,2,2,南 北,低,48,官方核验|双卫生间,未知,未知,825,825,未知
武汉,整租·航天双城C2公寓 1室0厅 南,整租,江岸,二七,航天双城C2公寓,55.46,1,0,1,南,低,28,官方核验|近地铁|精装|随时看房,未知,3天前维护,1600,1600,2026-01-05
武汉,合租·二七新江岸生活广场 3居室 东南卧,合租,江岸,后湖,二七新江岸生活广场,10.0,3,1,1,东南,低,30,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,730,730,2026-01-08
武汉,整租·现代花园A区 2室1厅 南,整租,青山,红钢城,现代花园A区,80.42,2,1,1,南,高,7,官方核验|随时看房,未知,未知,1090,1090,未知
武汉,合租·金桥港湾花园 3居室 西卧,合租,汉阳,钟家村,金桥港湾花园,12.6,3,1,1,西,中,11,官方核验|公寓|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,890,890,2026-01-08
武汉,整租·新长江香榭琴台 2室1厅 南,整租,汉阳,钟家村,新长江香榭琴台,85.41,2,1,1,南,低,18,官方核验,链家,未知,2200,2200,未知
武汉,整租·都市申新花园 3室1厅 南/北,整租,硚口,宗关,都市申新花园,87.68,3,1,1,南 北,高,31,官方核验|近地铁|精装,未知,2天前维护,2600,2600,2026-01-06
武汉,合租·千家鑫苑 3居室 北卧,合租,武昌,首义,千家鑫苑,11.97,3,1,1,北,中,13,官方核验|公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,1090,1090,2026-01-08
武汉,整租·健龙果岭公元二期 1室1厅 南,整租,沌口开发区,沌口,健龙果岭公元二期,51.69,1,1,1,南,中,25,官方核验|月租|近地铁|精装|随时看房,未知,2天前维护,1700,1700,2026-01-06
武汉,合租·金地天悦 4居室 南卧,合租,东湖高新,关西长职,金地天悦,15.09,4,1,1,南,中,33,官方核验|公寓|月租|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,1130,1130,2026-01-08
武汉,合租·凯旋名居 4居室 西卧,合租,东西湖区,将军路,凯旋名居,7.0,4,1,2,西,低,31,官方核验|公寓|拎包入住|近地铁|精装|独立阳台|押一付一|随时看房,自如,今天维护,660,660,2026-01-08
武汉,整租·武汉经开万达广场 1室0厅 南,整租,沌口开发区,沌口,武汉经开万达广场,34.07,1,0,1,南,低,30,官方核验|精装|随时看房,未知,未知,1300,1300,未知
武汉,整租·建设大道426号 2室1厅 东南/南,整租,江汉,武广万松园,建设大道426号,100.35,2,1,1,东南 南,高,13,官方核验|近地铁|精装|随时看房,未知,2天前维护,3100,3100,2026-01-06
武汉,整租·升华现代城 2室2厅 南/北,整租,东西湖区,金银湖,升华现代城,78.0,2,2,1,南 北,中,5,官方核验|近地铁|精装|随时看房,未知,未知,1600,1600,未知
武汉,合租·金色世家 3居室 南卧,合租,汉阳,七里庙,金色世家,12.8,3,1,1,南,低,12,官方核验|公寓|拎包入住|精装|独立阳台|押一付一|随时看房,自如,今天维护,902,902,2026-01-08
